run_id,checkpoint_name,architecture,seed,stage,task_success,scenario_macro_success,reward,oracle_regret,llm_call_rate,required_call_recall,required_call_precision,required_call_f1,false_call_rate,missed_required_rate,action_macro_f1,action_entropy_nats,resource_cost,language_cost,language_latency_steps,memory_retention,habituation_sequence_success,novelty_reaction,params,active_connections,gates,cpu_inference_ms_mean,cpu_inference_ms_median,cpu_inference_ms_p95
gru128-s1-B0,imitation_best.pt,gru128,1,imitation,1.0,1.0,1.0045859813690186,0.014945268630981445,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.8848178982032452,0.28159605187926545,0.0126953125,0.01835937611758709,3.0,1.0,1.0,1.0,56967,56192,384,0.029942755,0.029668,0.031691000000000004
gru128-s1-B0,imitation_final.pt,gru128,1,imitation,1.0,1.0,1.0045702457427979,0.014961004257202148,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.8829720946356918,0.28238584347365864,0.0126953125,0.01835937611758709,3.0,1.0,1.0,1.0,56967,56192,384,0.02988756,0.0297735,0.03095415
gru128-s1-B1,ppo_final.pt,gru128,1,ppo,0.671875,0.6651310374339422,0.34833595156669617,0.6711952984333038,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.7281694600636289,0.22977960028555286,0.0126953125,0.01835937611758709,3.0,0.5135135054588318,1.0,1.0,56967,56192,384,0.029732745,0.0296345,0.030341099999999996
gru128-s1-B2,ppo_final.pt,gru128,1,ppo,0.59765625,0.5795454531908035,0.19972656667232513,0.8198046833276749,0.37109375,1.0,0.47368421052631576,0.6428571428571429,0.23696682464454977,0.0,0.7577121282594516,0.2386915991270364,0.012656250037252903,0.0185546875,3.0,0.0,1.0,1.0,56967,56192,384,0.029686105,0.0296,0.030495199999999997
gru128-s1-B3,ppo_final.pt,gru128,1,ppo,1.0,1.0,1.0045859813690186,0.014945268630981445,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.8848178982032452,0.28159605187926545,0.0126953125,0.01835937611758709,3.0,1.0,1.0,1.0,56967,56192,384,0.029855975,0.0297505,0.030515949999999997
gru128-s1-B4,ppo_final.pt,gru128,1,ppo,0.92578125,0.9166666666666666,0.8114609718322754,0.2080702781677246,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.6178659136909038,0.47680995761079786,0.052187491208314896,0.01835937611758709,3.0,1.0,0.5,1.0,56967,56192,384,0.02980464,0.029698000000000002,0.03044475
gru128-s1-B5,ppo_final.pt,gru128,1,ppo,0.421875,0.41287878652413684,-0.15736716985702515,1.1768984198570251,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.6310728570224762,0.24429520790417242,0.018398435786366463,0.01835937611758709,3.0,0.0,1.0,1.0,56967,56192,384,0.029840715000000004,0.029731,0.03069025
gru128-s1-B6,ppo_final.pt,gru128,1,ppo,1.0,1.0,1.0045312643051147,0.014999985694885254,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.8785289722822781,0.2843448829295013,0.0126953125,0.01835937611758709,3.0,1.0,1.0,1.0,56967,56192,384,0.029521489999999997,0.029442,0.0301559
gru128-s1-B7,ppo_final.pt,gru128,1,ppo,1.0,1.0,1.0046641826629639,0.014867067337036133,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.8854617072255895,0.2809613413099834,0.012617187574505806,0.01835937611758709,3.0,1.0,1.0,1.0,56967,56192,384,0.03037731,0.029603499999999998,0.030827349999999993
gru128-s1-B8,ppo_final.pt,gru128,1,ppo,1.0,1.0,1.0045859813690186,0.014945268630981445,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.8848178982032452,0.28159605187926545,0.0126953125,0.01835937611758709,3.0,1.0,1.0,1.0,56967,56192,384,0.02970758,0.029557,0.03067695
