run_id,checkpoint_name,architecture,seed,stage,task_success,scenario_macro_success,reward,oracle_regret,llm_call_rate,required_call_recall,required_call_precision,required_call_f1,false_call_rate,missed_required_rate,action_macro_f1,action_entropy_nats,resource_cost,language_cost,language_latency_steps,memory_retention,habituation_sequence_success,novelty_reaction,params,active_connections,gates,cpu_inference_ms_mean,cpu_inference_ms_median,cpu_inference_ms_p95
gru128-s7-B6,ppo_final.pt,gru128,7,ppo,1.0,1.0,1.004546880722046,0.014984369277954102,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.8802776347883938,0.28356386735938094,0.0126953125,0.01835937611758709,3.0,1.0,1.0,1.0,56967,56192,384,0.03144524,0.03132,0.03215385
gru128-s7-B7,ppo_final.pt,gru128,7,ppo,1.0,1.0,1.0022813081741333,0.0172499418258667,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.8398100894964938,0.30410774242411914,0.014999998733401299,0.01835937611758709,3.0,1.0,1.0,1.0,56967,56192,384,0.031310565,0.0311795,0.0324187
gru128-s7-B8,ppo_final.pt,gru128,7,ppo,1.0,1.0,1.0042734146118164,0.015257835388183594,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.8822447630317098,0.28305701367629,0.01300781313329935,0.01835937611758709,3.0,1.0,1.0,1.0,56967,56192,384,0.031490615,0.0314105,0.03230585
gru64-s0-B0,imitation_best.pt,gru64,0,imitation,1.0,1.0,0.9984921813011169,0.021039068698883057,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.7341942693167898,0.3197800352622393,0.018789062276482582,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.029364714999999996,0.0291815,0.03056925
gru64-s0-B0,imitation_final.pt,gru64,0,imitation,1.0,1.0,0.9947422742843628,0.024788975715637207,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.6943915269952724,0.3523101929068055,0.022539060562849045,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.027567614999999997,0.0274625,0.028239049999999998
gru64-s1-B0,imitation_best.pt,gru64,1,imitation,1.0,1.0,0.9990937113761902,0.020437538623809814,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.6971041545119471,0.36932806052462847,0.017656248062849045,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.02958012,0.029368,0.030927849999999996
gru64-s1-B0,imitation_final.pt,gru64,1,imitation,1.0,1.0,0.9912344217300415,0.028296828269958496,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.6157239109787004,0.4242939686926784,0.02535156160593033,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.027743535,0.027678,0.0283431
gru64-s2-B0,imitation_best.pt,gru64,2,imitation,1.0,1.0,1.0031015872955322,0.016429662704467773,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.743285114563243,0.31349652973321473,0.014179687947034836,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.029628259999999997,0.0294385,0.03156755
gru64-s2-B0,imitation_final.pt,gru64,2,imitation,1.0,1.0,1.0016952753067017,0.01783597469329834,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.7278637990675975,0.3237174727373942,0.015585936605930328,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.02757678,0.0275195,0.0281801
gru64-s3-B0,imitation_best.pt,gru64,3,imitation,0.8671875,0.8508771931131681,0.7160703539848328,0.30346089601516724,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.6417297456730203,0.4040253004389348,0.02617187239229679,0.01835937611758709,3.0,1.0,0.10526315867900848,1.0,16199,15808,192,0.028910945000000004,0.028603,0.0304195
gru64-s3-B0,imitation_final.pt,gru64,3,imitation,0.8515625,0.8333333333333334,0.6834453344345093,0.3360859155654907,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.6366669192143724,0.40824369716376174,0.026406247168779373,0.01835937611758709,3.0,1.0,0.0,1.0,16199,15808,192,0.02777801,0.027704,0.0284787
gru64-s4-B0,imitation_best.pt,gru64,4,imitation,0.99609375,0.9954954981803894,0.9909922480583191,0.028539001941680908,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.6891579492448711,0.35634530155511424,0.018124999478459358,0.01835937611758709,3.0,0.9729729890823364,1.0,1.0,16199,15808,192,0.02950696,0.029314,0.030733299999999998
gru64-s4-B0,imitation_final.pt,gru64,4,imitation,1.0,1.0,0.9955235123634338,0.024007737636566162,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.6797177922678851,0.358456819634673,0.021562499925494194,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.027615305,0.027548,0.0283139
gru64-s5-B0,imitation_best.pt,gru64,5,imitation,1.0,1.0,1.0011484622955322,0.018382787704467773,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.7483308610783603,0.3156058113307379,0.016132812947034836,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.029320125,0.0291475,0.030570399999999998
gru64-s5-B0,imitation_final.pt,gru64,5,imitation,1.0,1.0,1.000632882118225,0.018898367881774902,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.8180003785785662,0.3197970021176887,0.0166015625,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.027795484999999998,0.027719,0.0285815
gru64-s6-B0,imitation_best.pt,gru64,6,imitation,1.0,1.0,0.9982891082763672,0.021242141723632812,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.6578924788521233,0.3919652468721696,0.018476560711860657,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.0276352,0.027491500000000002,0.02884765
gru64-s6-B0,imitation_final.pt,gru64,6,imitation,0.98828125,0.9864864846070608,0.9759453535079956,0.043585896492004395,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.6813538986896449,0.36829997554108446,0.01738281175494194,0.01835937611758709,3.0,0.9189189076423645,1.0,1.0,16199,15808,192,0.02768822,0.027610500000000003,0.028245899999999997
gru64-s7-B0,imitation_best.pt,gru64,7,imitation,1.0,1.0,1.0006797313690186,0.018851518630981445,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.7374451104751153,0.3287772416875878,0.01660156063735485,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.02775337,0.027588,0.029080599999999998
gru64-s7-B0,imitation_final.pt,gru64,7,imitation,1.0,1.0,0.9998202919960022,0.019710958003997803,0.3671875,1.0,0.4787234042553192,0.6474820143884892,0.23222748815165878,0.0,0.7460215972593494,0.3206646363531934,0.017460936680436134,0.01835937611758709,3.0,1.0,1.0,1.0,16199,15808,192,0.027800910000000005,0.027683,0.028486099999999997
mlp-s0-B0,imitation_best.pt,mlp,0,imitation,0.75390625,0.7244919339815775,0.4736328423023224,0.5458984076976776,0.17578125,1.0,1.0,1.0,0.0,0.0,0.564215558664157,0.3895699621240707,0.0306249987334013,0.0087890625,3.0,0.4864864945411682,0.0,1.0,19591,19328,0,0.01874803,0.018697,0.019097299999999998
mlp-s0-B0,imitation_final.pt,mlp,0,imitation,0.70703125,0.6767232368389765,0.3857031464576721,0.6338281035423279,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5591059452389336,0.3543018088520332,0.02480468526482582,0.0087890625,3.0,0.4324324429035187,0.0,1.0,19591,19328,0,0.018893754999999998,0.018847,0.01925025
mlp-s1-B0,imitation_best.pt,mlp,1,imitation,0.76953125,0.7399958074092865,0.5045312643051147,0.5149999856948853,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5688677072290479,0.3917022398153631,0.030976559966802597,0.0087890625,3.0,0.4864864945411682,0.0,1.0,19591,19328,0,0.018603230000000002,0.01857,0.018982350000000002
mlp-s1-B0,imitation_final.pt,mlp,1,imitation,0.74609375,0.7179970641930898,0.4598437547683716,0.5596874952316284,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5610819171880458,0.37904369045081726,0.028789062052965164,0.0087890625,3.0,0.5405405163764954,0.0,1.0,19591,19328,0,0.018979924999999998,0.0189075,0.019333899999999998
mlp-s2-B0,imitation_best.pt,mlp,2,imitation,0.77734375,0.7477477490901947,0.5201171636581421,0.4994140863418579,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5714166273983149,0.39197025899640386,0.03101562336087227,0.0087890625,3.0,0.4864864945411682,0.0,1.0,19591,19328,0,0.01890111,0.018858,0.01925025
mlp-s2-B0,imitation_final.pt,mlp,2,imitation,0.7421875,0.7166352371374766,0.4603906273841858,0.5591406226158142,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5768793495991777,0.3242285880353474,0.020429687574505806,0.0087890625,3.0,0.6486486196517944,0.0,1.0,19591,19328,0,0.018889585,0.0188135,0.01921295
mlp-s3-B0,imitation_best.pt,mlp,3,imitation,0.76953125,0.7399958074092865,0.5045312643051147,0.5149999856948853,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5688677072290479,0.3917022398153631,0.030976559966802597,0.0087890625,3.0,0.4864864945411682,0.0,1.0,19591,19328,0,0.01842557,0.018383999999999998,0.018743849999999996
mlp-s3-B0,imitation_final.pt,mlp,3,imitation,0.72265625,0.6934841871261597,0.4129296839237213,0.6066015660762787,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5568490320779796,0.37876475007171806,0.028828121721744537,0.0087890625,3.0,0.4864864945411682,0.0,1.0,19591,19328,0,0.018995190000000002,0.0189375,0.019352050000000003
mlp-s4-B0,imitation_best.pt,mlp,4,imitation,0.75390625,0.7244919339815775,0.47355467081069946,0.5459765791893005,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5640815499383398,0.3900220015637221,0.030703123658895493,0.0087890625,3.0,0.4864864945411682,0.0,1.0,19591,19328,0,0.018971839999999997,0.0189345,0.019287949999999998
mlp-s4-B0,imitation_final.pt,mlp,4,imitation,0.71875,0.6902367472648621,0.4101172089576721,0.6094140410423279,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5625146004120335,0.3484694597121191,0.02382812276482582,0.0087890625,3.0,0.5135135054588318,0.0,1.0,19591,19328,0,0.01906093,0.0190025,0.019490249999999997
mlp-s5-B0,imitation_best.pt,mlp,5,imitation,0.7734375,0.7438717782497406,0.5123046636581421,0.5072265863418579,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5701100373476737,0.39194939501838727,0.03101562336087227,0.0087890625,3.0,0.4864864945411682,0.0,1.0,19591,19328,0,0.019114649999999997,0.019071499999999998,0.01941595
mlp-s5-B0,imitation_final.pt,mlp,5,imitation,0.71875,0.6896082162857056,0.40730470418930054,0.6122265458106995,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5599725299961075,0.3655172085640142,0.026640621945261955,0.0087890625,3.0,0.4864864945411682,0.0,1.0,19591,19328,0,0.01910638,0.019053,0.019483999999999998
mlp-s6-B0,imitation_best.pt,mlp,6,imitation,0.765625,0.7361198465029398,0.4967969059944153,0.5227343440055847,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5676899160919464,0.3912284222154939,0.030898436903953552,0.0087890625,3.0,0.4864864945411682,0.0,1.0,19591,19328,0,0.01863811,0.01859,0.01897305
mlp-s6-B0,imitation_final.pt,mlp,6,imitation,0.69921875,0.6689712951580683,0.37156251072883606,0.6479687392711639,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5596635669409966,0.34470471259124613,0.023320313543081284,0.0087890625,3.0,0.4324324429035187,0.0,1.0,19591,19328,0,0.019082865,0.019012,0.019496549999999998
mlp-s7-B0,imitation_best.pt,mlp,7,imitation,0.765625,0.7361198465029398,0.4967969059944153,0.5227343440055847,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5676899160919464,0.3912284222154939,0.030898436903953552,0.0087890625,3.0,0.4864864945411682,0.0,1.0,19591,19328,0,0.0187555,0.018714500000000002,0.0191125
mlp-s7-B0,imitation_final.pt,mlp,7,imitation,0.74609375,0.7173685332139333,0.4603906273841858,0.5591406226158142,0.17578125,1.0,1.0,1.0,0.0,0.0,0.5641407804227604,0.3758113337546916,0.028242185711860657,0.0087890625,3.0,0.5135135054588318,0.0,1.0,19591,19328,0,0.019274095,0.019221500000000002,0.0196288
